#"Progress (%)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.1%,468.77441710931225,1253.5077139666635,1722.2821310759757,307.36457660141576
0.1%,379.99984608774014,1353.4216523081889,1733.4214983959291,331.8638317816991
0.1%,388.823057103834,1279.874044095399,1668.6971011992332,313.82969508952385
0.1%,352.58649265113195,1222.6280332172325,1575.2145258683645,299.79276839203436
0.1%,366.1560592707399,1240.552411352001,1606.7084706227408,304.187890045337
0.1%,323.22746015000945,1322.8225605878024,1646.0500207378118,324.3608250062062
0.1%,294.09474797372354,1316.30136170185,1610.3961096755736,322.7618037060727
0.1%,354.4308958559174,1333.7411911145405,1688.172086970458,327.0381122789732
0.1%,280.2653911318615,1255.0834624402423,1535.348853572104,307.75095576527366
0.1%,290.90117916996496,1253.738562117156,1544.639741287121,307.4211813939071
0.1%,365.77083065228294,1228.4892629950489,1594.2600936473318,301.229962905438
0.1%,312.6927542707584,1170.1752648867766,1482.868019157535,286.9311619177949
0.1%,338.0965916365301,1134.3327429055764,1472.4293345421065,278.14244728099646
0.1%,351.6022778612871,1235.8245002991714,1587.4267781604585,303.02858933839235
0.1%,407.4587455678211,1274.077908898045,1681.5366544658661,312.4084620001624
0.1%,459.3551384033414,1308.682398337136,1768.0375367404774,320.89360662787004
0.1%,410.1889895210501,1238.806262453498,1648.995251974548,303.7597280875832
0.1%,351.9625506226166,1359.2243044665138,1711.1868550891304,333.2866628532088
0.1%,370.686133881448,1331.329217686001,1702.0153515674488,326.4466877640885
0.1%,377.57883664675177,1264.3038106107583,1641.8826472575101,310.0118181277239
0.1%,371.68024165283816,1242.4692046844914,1614.1494463373297,304.65789462888193
0.1%,399.68159760697813,1259.05524961155,1658.736847218528,308.7248521910059
0.1%,395.5895298531052,1274.1425056763464,1669.7320355294517,312.42430136133356
0.1%,378.3236569956098,1213.4738207543994,1591.7974777500092,297.548122741746
0.1%,339.6471406972412,1267.628872828484,1607.2760135257251,310.8271352808115
0.1%,388.35464308399344,1291.062331859193,1679.4169749431862,316.573103281669
0.1%,445.7838810859166,1235.8079748326015,1681.5918559185181,303.02453723486013
0.1%,444.6987064583452,1240.7273697208814,1685.4260761792266,304.2307904633995
0.1%,483.52905979491845,1297.2350722183273,1780.7641320132457,318.0866813042182
0.1%,518.1654794713004,1226.9759943923768,1745.1414738636772,300.8589040294837
0.1%,518.0044907133233,1205.8694171355035,1723.8739078488268,295.6834957653137
0.1%,498.08477836233544,1214.300248191318,1712.3850265536535,297.7507657062926
0.1%,352.0996482955089,1357.8685765087184,1709.9682248042272,332.9542335070695
0.1%,417.00581163711377,1239.692686466208,1656.6984981033218,303.97708242718574
0.1%,364.9946993155022,1240.3965434622799,1605.391242777782,304.1496706810713
0.1%,389.26543741029604,1267.3753513242998,1656.6407887345958,310.7649709008682
0.1%,430.60703231922344,1239.4734234171656,1670.080455736389,303.92331834302234
0.1%,337.97742194256983,1327.7099580294998,1665.6873799720697,325.5592323463545
0.1%,268.1278267073267,1311.3006349505272,1579.4284616578539,321.53560761370414
0.1%,261.2413378010257,1233.4760325445754,1494.717370345601,302.4527366419863
0.1%,331.50410855458676,1274.1826845432745,1605.6867930978613,312.43415336326706
0.1%,295.9782177461259,1288.489649377976,1584.467867124102,315.9422723320398
0.1%,199.536174731884,1226.1138426484317,1425.6500173803156,300.6475013370302
0.1%,207.13290904843905,1312.1961296147856,1519.3290386632248,321.7551861095218
0.1%,342.6248627354762,1101.8658839190487,1444.4907466545249,270.181457288846
0.1%,331.1849552633271,1179.1659633945417,1510.3509186578688,289.13571336123636
0.1%,143.90548989706417,1275.604727621642,1419.5102175187062,312.78284341425075
0.1%,279.0224494974673,1170.1849982200654,1449.2074477175327,286.93354856594385
