#"Progress (%)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.0%,16.32544044059091,989.6152039423534,1005.9406443829444,247.9653149254885
0.0%,30.067200465963936,988.0612618552886,1018.1284623212525,247.57594768713165
0.0%,138.82494964639503,1083.5542927254899,1222.3792423718849,271.5033887557292
0.0%,57.28201272716922,1083.3346384185204,1140.6166511456895,271.44835054574065
0.0%,18.915245423519863,1050.7452359190124,1069.6604813425322,263.28250848730084
0.0%,-9.077137737772546,1024.6498273646653,1015.5726896268927,256.74384964848116
0.0%,99.8151838060146,1109.935936084498,1209.7511198905127,278.11376870715674
0.0%,114.01576546492709,1241.210625553689,1355.2263910186161,311.00692716541124
0.0%,235.2531466350806,1105.1415745500549,1340.3947211851355,276.9124579724198
0.0%,177.24645169744417,1072.2413474027753,1249.4877991002195,268.6687333881616
0.0%,53.110628656818335,1093.1990430476149,1146.3096717044332,273.92004882873147
0.0%,159.56511445434012,1088.838979859707,1248.4040943140471,272.8275591042632
0.0%,57.4930791292483,1050.295953035277,1107.7890321645255,263.1699328404108
0.0%,122.34000100929507,1053.8976222428014,1176.2376232520965,264.0723937522312
0.0%,90.86480994617816,990.2495133262889,1081.1143232724671,248.12425218263772
0.0%,173.74349117995433,1069.7721672301902,1243.5156584101446,268.05003731653323
0.0%,87.86366160773116,1082.0673543835917,1169.931015991323,271.13081047201376
0.0%,90.74234135794245,1062.1728171295426,1152.915158487485,266.14588787195186
0.0%,150.8650663205774,981.2873698996658,1132.152436220243,245.87863114899054
0.0%,106.62731864410307,1074.4799805353252,1181.1072991794283,269.22966188592915
0.0%,93.04078850241143,1146.9632133100074,1240.004001812419,287.39159752534823
0.0%,108.47575769662495,1064.898433030556,1173.3741907271808,266.82883837894514
0.0%,174.96756671189905,1001.5914038118523,1176.5589705237512,250.96616026458645
0.0%,144.0319740059017,1030.9137525673027,1174.9457265732044,258.3133851400076
0.0%,118.1010273812638,1129.0696023050757,1247.1706296863395,282.90804182580325
0.0%,153.7528954627977,1094.0991628816018,1247.8520583443997,274.1455895209279
0.0%,31.15336846747681,1087.2524322231322,1118.405800690609,272.4300219779334
0.0%,58.635047862572264,1020.7381057419697,1079.373153604542,255.76369970716212
0.0%,84.6669011071233,1132.636143880727,1217.3030449878504,283.8017008980145
0.0%,166.9972293266061,1062.424648307027,1229.421877633633,266.2089885569294
0.0%,160.15800409167332,1037.3871356918391,1197.5451397835125,259.93540395976146
0.0%,129.86837468497578,1026.925584616874,1156.7939593018498,257.3140802406244
0.0%,38.476535510197266,960.3804706418381,998.8570061520354,240.6400436273656
0.0%,92.19588569252164,1017.0849874409837,1109.2808731335053,254.84834732943452
0.0%,151.65960749159493,1003.0499520695301,1154.7095595611252,251.33162491853307
0.0%,108.44951659218847,1115.725442960748,1224.1749595529366,279.5644304291206
0.0%,165.4939448497958,1120.152453409973,1285.6463982597688,280.6736949552186
0.0%,180.9857842216107,1112.7736673070265,1293.759451528637,278.8248116594729
0.0%,234.0187217044048,1063.0351054051362,1297.053827109541,266.3619492086838
0.0%,140.26222761941267,1125.9126592176424,1266.174886837055,282.11701478442524
0.0%,195.07962997164725,1064.128414637896,1259.2080446095433,266.635896867463
0.0%,-4.159426878765089,1139.3795233211326,1135.2200964423675,285.49137199435677
0.0%,160.1843200854042,1020.7528200287369,1180.9371401141411,255.76738662783356
0.0%,126.287523994389,1122.6453525380343,1248.9328765324233,281.2983342240017
0.0%,97.94069104013647,1131.8454457229893,1229.7861367631258,283.6035777114331
0.0%,158.57062326541347,1135.5311720294453,1294.1017952948587,284.52710059251723
0.0%,81.06517175375961,1056.2267018946548,1137.2918736484144,264.6559851997531
0.0%,142.66044170353933,970.6036276222786,1113.264069325818,243.20163355655117
0.0%,130.37742668107126,1042.3382425524137,1172.715669233485,261.175989964323
0.0%,16.99649975045878,1197.2065687300017,1214.2030684804604,299.98094477870535
0.0%,29.835050200039632,1090.188592226338,1120.0236424263776,273.1657279745329
0.0%,-0.889264970299223,1159.580608149375,1158.6913431790758,290.55310542500376
0.0%,59.76775231842731,1068.880035810516,1128.6477881289431,267.8264982605919
0.0%,50.40295269173397,1204.0118124564779,1254.414765148212,301.6861170487533
0.0%,92.81648467813648,1092.03367262022,1184.8501572983564,273.62804498331496
0.0%,78.05933650331212,1062.4228259115187,1140.4821624148308,266.2085319240136
0.0%,63.31127347399246,1086.4519669184901,1149.7632403924827,272.2294514626848
0.0%,77.27208407703523,1071.8467571586768,1149.1188412357121,268.56986193413115
0.0%,32.436966486872564,1120.6896600456082,1153.1266265324807,280.8083014285778
0.0%,146.76762139524817,1113.7165564812112,1260.4841778764594,279.06106895431355
0.0%,184.2009793785076,1051.3061062277948,1235.5070856063023,263.423044305865
0.0%,124.09448049359116,1178.5650820453804,1302.6595625389716,295.30999580983655
0.0%,226.0976989768692,1108.7530693987605,1334.8507683756297,277.8173808696667
0.0%,213.8161675398631,1109.5736137223312,1323.3897812621942,278.02298253261
0.1%,130.28027790177822,1129.0695951076398,1259.349873009418,282.9080400223604
0.1%,163.50047932667712,1123.0072545176465,1286.5077338443236,281.3890150643821
0.1%,186.3623512795432,1072.4499563157387,1258.812307595282,268.721003982422
0.1%,110.97840464944596,998.9260532029958,1109.9044578524417,250.29831027554116
0.1%,24.518072782077326,1122.3363436343666,1146.8544164164439,281.220906664474
0.1%,145.06453796001654,1078.0280967890387,1223.0926347490554,270.1187041730115
0.1%,93.47197794476176,1102.3635144233617,1195.8354923681236,276.21636665182046
0.1%,134.62508365070482,1103.4970864132629,1238.1221700639676,276.5004028452285
0.1%,102.76472954819383,1080.2212623129399,1182.9859918611337,270.66823997000756
0.1%,92.283565506554,1103.1227602844128,1195.4063257909668,276.4066089179977
0.1%,148.52366297219396,1092.2176268979538,1240.7412898701477,273.6741379295716
0.1%,109.9306093543031,1115.346009148685,1225.2766185029882,279.46935668295464
0.1%,78.04894128558261,1160.0738386308383,1238.122779916421,290.67669290747136
0.1%,61.98762483211772,1060.2997123356922,1122.28733716781,265.67654886195555
0.1%,50.29324700030776,1106.8153796141255,1157.1086266144332,277.33185896604107
0.1%,75.66124692395204,1056.945816713165,1132.6070636371169,264.8361719346872
0.1%,127.26069775717832,1085.45138979762,1212.7120875547985,271.97873944866626
0.1%,41.84950319635573,1081.8364251277249,1123.6859283240806,271.07294712732346
0.1%,66.61360067280958,1051.5940269625212,1118.2076276353307,263.49518785759665
0.1%,185.17937492659024,1035.3571819543724,1220.5365568809627,259.42676371677624
0.1%,74.115598952727,1093.8705016635454,1167.9861006162723,274.08829447258915
0.1%,66.9628367009,1047.7784051092426,1114.7412418101426,262.5391173862502
0.1%,71.26872592986103,1049.1579220790777,1120.4266480089386,262.8847793753824
0.1%,74.24300279015631,1044.7138160935122,1118.9568188836683,261.77123126508354
0.1%,-32.10051693073944,1136.6360306612157,1104.5355137304764,284.8039421542513
0.1%,142.78894934679363,1083.021670964146,1225.8106203109396,271.36993110242963
0.1%,62.66930949180113,1120.1837100358605,1182.8530195276617,280.6815268468981
0.1%,39.534836045690554,1182.4857577122245,1222.020593757915,296.2923893427742
0.1%,62.842626481381274,1117.2863070220612,1180.1289335034426,279.9555320886116
0.1%,73.02858443303472,1184.303793254595,1257.3323776876296,296.74792979325804
0.1%,137.70542334512584,1050.5051743080376,1188.2105976531634,263.22235687207734
0.1%,80.61060443148975,1034.6029887992868,1115.2135932307765,259.2377874940278
0.1%,27.705128142087432,1038.9028009869148,1066.6079291290023,260.3151802816266
0.1%,56.23418786757958,1086.842818542386,1143.0770064099656,272.3273861403478
0.1%,88.624221477017,1028.3225523073245,1116.9467737843415,257.66411481155995
0.1%,94.77208783378393,1027.2868477836087,1122.0589356173925,257.40460101531886
0.1%,49.195983440241775,1191.0499255404432,1240.2459089806848,298.4382906629429
0.1%,179.32863028085217,1127.5571003094976,1306.8857305903498,282.5290581236887
0.1%,188.30667030243492,1220.994644790727,1409.301315093162,305.94146129903646
0.1%,229.12027885659384,1161.3924703110886,1390.5127491676824,291.00709902750816
0.1%,167.5163905702152,1109.327297434458,1276.8436880046731,277.96126369921853
0.1%,124.38069014030134,1075.9832533608808,1200.3639435011821,269.6063330588486
0.1%,92.06279506354201,1122.5155899528747,1214.5783850164166,281.26581994959844
0.1%,153.90890688295912,1095.806134532916,1249.7150414158752,274.57330098029195
0.1%,181.50837606048526,1033.393136510636,1214.9015125711212,258.93463794400725
0.1%,229.63941146075967,1032.416248941401,1262.0556604021606,258.6898617594992
0.1%,121.0218486835941,1121.6609209028293,1242.6827695864233,281.0516677424503
0.1%,95.62541716986914,1074.253316160668,1169.8787333305372,269.17286718146187
0.1%,153.14947037959308,1019.3462182619941,1172.495688641587,255.41493807138892
0.1%,109.91340559231958,1028.5561155632806,1138.4695211556002,257.72263815082096
0.1%,108.94540158274998,1037.0534669764577,1145.9988685592077,259.85179745517183
0.1%,100.2245619562974,1087.9502975407574,1188.174859497055,272.60488428054464
0.1%,75.79750219842708,1065.9256509488428,1141.7231531472698,267.0862257084752
0.1%,-5.212378855409156,1013.2124677488919,1008.0000888934827,253.8780201141903
